T[s];NS[cm/s2];EO[cm/s2];V[cm/s2]
1.67;-0.011481342;0.003696286;0.001658051
1.675;-0.008588632;0.003404724;0.001206284
1.68;-0.003678269;0.003030816;-0.000388727
1.685;0.000726268;0.003199298;-0.003001168
1.69;0.00232642;0.003415075;-0.005160374
1.695;0.000258414;0.002417938;-0.005479599
1.7;-0.004476864;-0.000496741;-0.004386621
1.705;-0.009945849;-0.004486843;-0.003424099
1.71;-0.014523691;-0.007375794;-0.00317558
1.715;-0.017504487;-0.007515698;-0.003100918
1.72;-0.018630523;-0.005408567;-0.002708093
1.725;-0.017359389;-0.002987828;-0.001957625
1.73;-0.013558977;-0.001689641;-0.00117371
1.735;-0.008476237;-0.00138566;-0.000656265
1.74;-0.003904162;-0.000891328;-0.000252302
1.745;-0.000987268;0.000611713;0.000238476
1.75;-0.000257279;0.002820547;0.00049759
1.755;-0.001595345;0.004809874;-0.000092542
1.76;-0.003644234;0.005912079;-0.001549752
1.765;-0.00435223;0.006149659;-0.002649919
1.77;-0.003008742;0.005963449;-0.002031128
1.775;-0.001223327;0.005523089;-0.000170591
1.78;-0.000834626;0.004539516;0.000809802
1.785;-0.001591518;0.002882705;-0.000371662
1.79;-0.001737046;0.000944407;-0.002837344
1.795;0.000393742;-0.000351166;-0.005183986
1.8;0.005155868;0.000203657;-0.007213935
1.805;0.010804646;0.002625532;-0.009162949
1.81;0.014796128;0.004997692;-0.010436507
1.815;0.015847681;0.005353849;-0.010015603
1.82;0.014102463;0.003089204;-0.007804029
1.825;0.010176228;-0.001394383;-0.005471116
1.83;0.00449425;-0.006359733;-0.00533464
1.835;-0.002392927;-0.008740337;-0.007624806
1.84;-0.008841239;-0.006540917;-0.009383717
1.845;-0.012717771;-0.001259173;-0.007093339
1.85;-0.013594379;0.002913017;-0.000506435
1.855;-0.012905391;0.002856591;0.006899108
1.86;-0.011806939;-0.000681734;0.011401069
1.865;-0.010456721;-0.004445302;0.012021084
1.87;-0.008856355;-0.005958122;0.01013036
1.875;-0.00718856;-0.004841333;0.007655945
1.88;-0.00580366;-0.00205639;0.006044018
1.885;-0.0052698;0.000815249;0.00564828
1.89;-0.006246932;0.001863384;0.005626213
1.895;-0.008867221;-0.000306552;0.004808144
1.9;-0.012015046;-0.005548092;0.002649485
1.905;-0.013850768;-0.012036221;-0.00059915
1.91;-0.013408908;-0.016889657;-0.004120315
1.915;-0.011154167;-0.017427017;-0.006544977
1.92;-0.007892892;-0.01279492;-0.006695602
1.925;-0.004205871;-0.004524042;-0.004856734
1.93;-0.001045241;0.004455785;-0.002322463
1.935;0.00055733;0.011156436;-0.000303399
1.94;0.00045343;0.013482408;0.000173513
1.945;-0.000763518;0.01097907;-0.001064151
1.95;-0.002487035;0.005109659;-0.002564932
1.955;-0.00435088;-0.001703462;-0.002477257
1.96;-0.005986895;-0.007448809;-0.000475867
1.965;-0.007049639;-0.010595113;0.002439718
1.97;-0.007922128;-0.009747635;0.005192401
1.975;-0.009801898;-0.004562916;0.006494784
1.98;-0.013502073;0.003297976;0.005378258
1.985;-0.018299571;0.010782237;0.00293913
1.99;-0.022020704;0.01545754;0.00157738
1.995;-0.022481599;0.017280616;0.00243457
2;-0.019222434;0.018011739;0.004553269
2.005;-0.013824589;0.018898564;0.005645424
2.01;-0.008730452;0.019128123;0.003812791
2.015;-0.00600369;0.016612992;-0.000454379
2.02;-0.006356066;0.010610444;-0.004366943
2.025;-0.008612623;0.002874386;-0.005363718
2.03;-0.010582565;-0.003922548;-0.003271705
2.035;-0.010710611;-0.007791981;0.000123718
2.04;-0.008964282;-0.007975017;0.002959614
2.045;-0.006442466;-0.005123708;0.004259659
2.05;-0.004202335;-0.001166757;0.003832058
2.055;-0.002690714;0.001485608;0.002032215
2.06;-0.00209631;0.001781462;-0.000245035
2.065;-0.002369039;0.001185446;-0.001732579
2.07;-0.002849002;0.001951452;-0.001716918
2.075;-0.002536778;0.004359373;-0.000668206
2.08;-0.001243417;0.006498218;0.000440841
2.085;-0.000319484;0.006725628;0.000925825
2.09;-0.001043444;0.005378739;0.00045463
