T[s];NS[cm/s2];EO[cm/s2];V[cm/s2]
2.005;-0.010659194;0.016244786;-0.005636916
2.01;-0.006992094;0.01156546;-0.00196226
2.015;-0.002219463;0.004086768;0.003305572
2.02;0.001798468;-0.004097388;0.007701893
2.025;0.006011252;-0.011255453;0.008833939
2.03;0.007299592;-0.014983006;0.006043645
2.035;0.001665124;-0.015227741;0.001020887
2.04;-0.00701679;-0.012395263;-0.003651857
2.045;-0.011607219;-0.005038303;-0.006075455
2.05;-0.011974373;0.004636762;-0.005849887
2.055;-0.010672726;0.010097043;-0.004058302
2.06;-0.005326439;0.010044376;-0.002134291
2.065;0.004538;0.008126449;-0.000846766
2.07;0.011823985;0.003945971;-0.000355123
2.075;0.011986356;-0.002660777;-0.00048889
2.08;0.008631474;-0.00618413;-0.00106512
2.085;0.003929275;-0.003793815;-0.002151782
2.09;-0.002917845;0.001569031;-0.003586511
2.095;-0.007963312;0.006928739;-0.004882557
2.1;-0.007211292;0.009766745;-0.005951064
2.105;-0.004162879;0.007589652;-0.006506606
2.11;-0.002820483;0.000543513;-0.005227353
2.115;-0.001512997;-0.007788333;-0.001530219
2.12;-0.000132954;-0.012727736;0.002711723
2.125;-0.002364126;-0.012712036;0.004874797
2.13;-0.005922726;-0.009860873;0.00402622
2.135;-0.004083015;-0.006266127;0.001038054
2.14;0.001342011;-0.00214831;-0.002455069
2.145;0.0034759;0.003508845;-0.004969094
2.15;0.003454107;0.009988136;-0.006038973
2.155;0.005900019;0.013113907;-0.006364459
2.16;0.008160189;0.011123057;-0.006878076
2.165;0.006232661;0.007372314;-0.007763125
2.17;0.002815066;0.003041497;-0.008181717
2.175;-0.000266631;-0.002416802;-0.006630284
2.18;-0.005538819;-0.004568325;-0.002137112
2.185;-0.01057207;-0.001896885;0.003954434
2.19;-0.009926359;-0.001633278;0.008227272
2.195;-0.005835504;-0.005736036;0.008652125
2.2;-0.003287333;-0.008100946;0.00646075
2.205;-0.000631327;-0.00771247;0.003439291
2.21;0.003763815;-0.004300674;-0.00004796
2.215;0.005273117;0.006008986;-0.003578471
2.22;0.001732216;0.017026508;-0.006085738
2.225;-0.001642353;0.017452043;-0.00694973
2.23;-0.002003705;0.009121225;-0.006105584
2.235;-0.002663377;0.000577678;-0.004000389
2.24;-0.00336186;-0.005489743;-0.001945318
2.245;-0.000549895;-0.008921429;-0.001070816
2.25;0.003125213;-0.008241131;-0.000977207
2.255;0.002934287;-0.003623846;-0.000782612
2.26;0.000216668;0.000200469;-0.000876625
2.265;-0.002652885;-0.0005156;-0.001992095
2.27;-0.006450676;-0.001625619;-0.003538945
2.275;-0.009188532;0.000135556;-0.004165616
2.28;-0.006942317;0.00081596;-0.002427896
2.285;-0.001854874;0.000787637;0.002843834
2.29;0.000922791;0.004261958;0.010195986
2.295;0.001472608;0.007280727;0.014763879
2.3;0.001652755;0.005889687;0.012487852
2.305;-0.000665138;0.004883875;0.003985601
2.31;-0.005892279;0.005824869;-0.006425291
2.315;-0.008667181;0.004384594;-0.013581651
2.32;-0.006078968;0.000828762;-0.014267945
2.325;-0.00205919;-0.003162922;-0.009678622
2.33;0.000529812;-0.008697592;-0.003895249
2.335;0.003276083;-0.01282048;0.000586996
2.34;0.00531109;-0.010861643;0.003440659
2.345;0.002831414;-0.003919975;0.004344931
2.35;-0.003243713;0.003557224;0.003484299
2.355;-0.007960385;0.007594722;0.002234111
2.36;-0.008898841;0.007850709;0.001693758
2.365;-0.005539389;0.007410507;0.002078411
2.37;0.002200612;0.004835126;0.00300573
2.375;0.010952805;-0.001936622;0.003059629
2.38;0.015355399;-0.006285232;0.000359352
2.385;0.013692227;-0.005030872;-0.005431479
2.39;0.008501617;-0.004152961;-0.012167695
2.395;0.002312869;-0.002842507;-0.016324971
2.4;-0.003741555;0.002681175;-0.015171522
2.405;-0.007933161;0.005981808;-0.008803918
2.41;-0.008858183;0.003638133;-0.00052425
2.415;-0.008153341;0.001617929;0.005405479
2.42;-0.00802981;0.000240775;0.007000464
2.425;-0.007397964;-0.003667698;0.005476944
2.43;-0.004991691;-0.006263347;0.003205908
2.435;-0.003092208;-0.004452862;0.001356607
2.44;-0.003135546;-0.00139843;-0.000574175
2.445;-0.002269936;0.000156751;-0.003343554
2.45;0.000727781;0.001020917;-0.006216086
2.455;0.003326075;0.003737174;-0.007120613
2.46;0.005693192;0.008203735;-0.005225776
2.465;0.009466359;0.010017603;-0.002596266
2.47;0.011462992;0.007397072;-0.001800592
2.475;0.00772859;0.002732596;-0.002743636
2.48;0.000381423;-0.002916594;-0.003446709
2.485;-0.005980164;-0.007351087;-0.002545615
2.49;-0.010413065;-0.007127059;0.000104447
2.495;-0.012784456;-0.004596169;0.003384519
2.5;-0.010342679;-0.003846846;0.005133328
2.505;-0.003081136;-0.003851051;0.004226221
2.51;0.004069636;-0.003114839;0.001773078
2.515;0.008444351;-0.001330771;-0.000736755
2.52;0.01096501;0.002949625;-0.002638563
2.525;0.010708007;0.007013626;-0.003432842
2.53;0.006405539;0.005432889;-0.003020395
2.535;0.000511728;-0.000052285;-0.00170899
2.54;-0.003937079;-0.005087882;0.000623022
2.545;-0.006974715;-0.008830999;0.003253203
2.55;-0.008627596;-0.006940369;0.003394881
2.555;-0.007282728;0.002373758;-0.000876809
2.56;-0.003095262;0.009900504;-0.007331255
2.565;0.002527824;0.011369808;-0.011078605
2.57;0.008677791;0.011139055;-0.008782377
2.575;0.01189561;0.006855978;-0.001193201
2.58;0.008107421;-0.002302515;0.00762956
2.585;-0.00032439;-0.007998007;0.013681085
2.59;-0.00691655;-0.009223038;0.015517166
2.595;-0.009015196;-0.010479178;0.013364827
2.6;-0.007810296;-0.009057454;0.00761104
2.605;-0.00383481;-0.005150926;-0.000449183
2.61;0.0025164;-0.003903271;-0.007878927
2.615;0.008325898;-0.002465515;-0.01189817
2.62;0.010145704;0.003323686;-0.01177834
2.625;0.008061204;0.009253048;-0.00823054
2.63;0.005551002;0.011344005;-0.00249815
2.635;0.004434982;0.010503973;0.003327405
2.64;0.002840363;0.008017829;0.006870248
2.645;-0.000557843;0.004072558;0.006956596
2.65;-0.004666856;-0.001285787;0.004008966
2.655;-0.008089912;-0.006007018;-0.000402606
2.66;-0.009837255;-0.008182741;-0.0041693
2.665;-0.008901468;-0.00985199;-0.00574198
2.67;-0.005115696;-0.010419127;-0.004765572
2.675;-0.000802065;-0.006331476;-0.001843019
2.68;0.000907016;-0.001800713;0.001554836
2.685;0.000182664;-0.000848737;0.003759233
2.69;-0.000483251;0.001802299;0.004444697
2.695;-0.000627649;0.005924719;0.004813707
2.7;-0.000612616;0.005864901;0.005875659
2.705;0.00121691;0.004744257;0.007136446
2.71;0.00434452;0.003734027;0.007245172
2.715;0.0047068;-0.002164101;0.005313597
2.72;0.002029458;-0.008278595;0.001237647
2.725;-0.000124315;-0.008677287;-0.004202149
2.73;-0.001282771;-0.008071222;-0.009246199
2.735;-0.00339234;-0.006502709;-0.012489656
2.74;-0.006505759;0.000839046;-0.013990103
2.745;-0.008741947;0.007043176;-0.013929083
2.75;-0.008476383;0.004456343;-0.011382612
2.755;-0.005197447;-0.000971497;-0.005564612
2.76;-0.000302197;-0.003917316;0.002729934
2.765;0.002829572;-0.007168327;0.011464858
2.77;0.002498749;-0.009865207;0.018259704
2.775;-0.000264489;-0.00836599;0.020955185
2.78;-0.004871779;-0.004052395;0.018291194
2.785;-0.01025623;0.001116701;0.01052128
2.79;-0.012650675;0.006582519;-0.000139911
2.795;-0.009367678;0.009346575;-0.0097009
2.8;-0.002038864;0.007961026;-0.014744579
2.805;0.006201627;0.005220699;-0.015198441
2.81;0.012392218;0.002326759;-0.013241775
2.815;0.013885915;-0.001118353;-0.010029529
2.82;0.010926163;-0.002373459;-0.005690386
2.825;0.006340388;-0.00021317;-0.001090352
2.83;0.001410697;0.000952271;0.003309639
2.835;-0.004795399;-0.001133179;0.008613121
2.84;-0.011495822;-0.003135923;0.014846951
2.845;-0.015606137;-0.003284477;0.019002894
2.85;-0.015846889;-0.002139001;0.017491551
2.855;-0.012415679;0.001520905;0.009459659
2.86;-0.003880738;0.006570304;-0.002235788
2.865;0.008656167;0.007738155;-0.012526307
2.87;0.018027781;0.004553806;-0.017218428
2.875;0.019000854;0.002155331;-0.015152407
2.88;0.013809692;0.00047407;-0.008192504
2.885;0.005455917;-0.003865475;-0.000086739
2.89;-0.005183595;-0.007377136;0.005662768
2.895;-0.01368248;-0.006606441;0.007893037
2.9;-0.014019865;-0.005887162;0.007644651
