T[s];NS[cm/s2];EO[cm/s2];V[cm/s2]
115.07;6.133288936;2.757430275;1.31213372
115.075;6.201578165;3.296736562;0.98081593
115.08;5.892411004;3.157109646;0.978519182
115.085;5.240153862;2.381585845;0.9704601
115.09;4.559250884;1.093365301;0.784059489
115.095;4.090161367;-0.417809018;0.506048271
115.1;3.811238484;-1.734323222;0.35962375
115.105;3.532920792;-2.581111349;0.431278395
115.11;3.137391502;-2.876435561;0.506272148
115.115;2.74817913;-2.591861024;0.226975292
115.12;2.540929321;-1.816354153;-0.538678668
115.125;2.454721285;-0.790027542;-1.478534616
115.13;2.203575902;0.186963807;-2.028402421
115.135;1.543989185;0.928464223;-1.851886819
115.14;0.603648075;1.535151172;-1.164842924
115.145;-0.127246301;2.301958732;-0.551444887
115.15;-0.253451461;3.475639805;-0.422459758
115.155;0.184141027;5.065687249;-0.662678671
115.16;0.794179848;6.802536563;-0.784767048
115.165;1.220758629;8.313406011;-0.380042708
115.17;1.524945452;9.371768806;0.553577386
115.175;2.093667647;9.968341662;1.633622727
115.18;3.197163879;10.15124285;2.36407143
115.185;4.730177946;9.902955327;2.406792876
115.19;6.272455648;9.229269876;1.72806577
115.195;7.421812328;8.323313192;0.6393053
115.2;8.123824775;7.56020558;-0.291643122
115.205;8.633336677;7.252435034;-0.518842981
115.21;9.258085132;7.41809691;0.13163843
115.215;10.10185396;7.805767349;1.332000165
115.22;10.87966201;8.136310157;2.49087635
115.225;11.05202798;8.287535287;3.160439716
115.23;10.2586695;8.253865558;3.298455618
115.235;8.664979689;8.060964876;3.237368911
115.24;6.905371511;7.775497056;3.396525014
115.245;5.590976861;7.457812676;3.956022297
115.25;4.834099162;7.057183651;4.776223199
115.255;4.291689145;6.469856276;5.587591126
115.26;3.589195681;5.600666539;6.197277273
115.265;2.697331402;4.304858725;6.528447905
115.27;1.978366346;2.520637339;6.55334791
115.275;1.763647292;0.448482779;6.275152678
115.28;1.883994296;-1.56465873;5.745399479
115.285;1.813054712;-3.240169043;4.968737586
115.29;1.213529266;-4.434842805;3.800540319
115.295;0.234144052;-5.017286192;2.11264501
115.3;-0.611281936;-4.789162706;0.10799504
115.305;-0.897341665;-3.770404701;-1.648749633
115.31;-0.658538634;-2.410912067;-2.592851286
115.315;-0.225611345;-1.197965353;-2.532765001
115.32;0.106334636;-0.254152769;-1.675320708
115.325;0.181654622;0.522830397;-0.400668469
115.33;-0.019499575;1.184886055;0.929323751
115.335;-0.502237782;1.659092115;2.083851768
115.34;-1.296650032;1.874041973;3.042185293
115.345;-2.267123303;1.888650193;3.928778146
115.35;-3.145149191;1.780701511;4.772709793
115.355;-3.762499425;1.556431078;5.36426179
115.36;-4.084093908;1.253933131;5.432461407
115.365;-4.161682658;0.929500854;4.939978923
115.37;-4.054501296;0.513609453;4.140524289
115.375;-3.733395716;-0.114237499;3.363974215
115.38;-3.217142572;-0.870361863;2.793824633
115.385;-2.733943469;-1.546510908;2.420876988
115.39;-2.569340559;-2.161605241;2.119223316
115.395;-2.776582828;-2.958787561;1.75623035
115.4;-3.142211774;-4.137896833;1.315588166
115.405;-3.497881236;-5.725333463;0.953828249
115.41;-3.970842051;-7.556355933;0.894232124
115.415;-4.843313703;-9.332801205;1.214690559
115.42;-6.191490706;-10.67914448;1.704214948
115.425;-7.701323271;-11.20744404;1.95536987
115.43;-8.944737854;-10.70046473;1.705848817
115.435;-9.772437444;-9.184029737;1.119009836
115.44;-10.31680394;-6.871401712;0.633148503
115.445;-10.78620629;-4.177151735;0.506740526
115.45;-11.27025739;-1.557809857;0.59420372
115.455;-11.66628097;0.769265658;0.58673607
115.46;-11.90940238;2.741918608;0.359805906
115.465;-12.0949472;4.223698869;0.005374192
115.47;-12.26522627;5.151654653;-0.372553547
115.475;-12.28272171;5.761410467;-0.763666132
115.48;-11.84590789;6.389126216;-1.194450857
115.485;-10.64228428;7.124320294;-1.656184142
115.49;-8.650513602;7.807602926;-2.082104083
115.495;-6.219142311;8.239442715;-2.349804435
115.5;-3.936555816;8.257152851;-2.294428953
115.505;-2.440840579;7.743947973;-1.766373275
115.51;-2.098198978;6.701973923;-0.758996241
115.515;-2.831495456;5.312274619;0.469997316
115.52;-4.204878449;3.856068261;1.42078786
115.525;-5.634205794;2.516617089;1.594800617
115.53;-6.742330641;1.307731101;0.81822118
115.535;-7.559378557;0.153002407;-0.666112807
115.54;-8.397070565;-1.11262028;-2.406294891
115.545;-9.571840545;-2.707565957;-3.996943224
115.55;-11.08339472;-4.71305859;-5.184467556
115.555;-12.59235291;-7.028296348;-5.844304687
115.56;-13.72714367;-9.516759613;-5.99002468
115.565;-14.29438751;-12.00345553;-5.830236713
115.57;-14.35501951;-14.20302348;-5.679483609
115.575;-14.08750082;-15.80694778;-5.736520363
115.58;-13.48733583;-16.62700246;-5.977898777
115.585;-12.39219578;-16.71024522;-6.259175384
115.59;-10.71515124;-16.25662915;-6.500428376
115.595;-8.600942125;-15.38609705;-6.774101123
115.6;-6.485074195;-14.09710526;-7.214354534
115.605;-4.786593127;-12.32281432;-7.840583235
115.61;-3.578747025;-10.01684302;-8.464777584
115.615;-2.731041013;-7.320104673;-8.790443036
115.62;-2.129894899;-4.572318797;-8.613574897
115.625;-1.803954596;-2.135684304;-7.900055403
115.63;-1.954204239;-0.207561025;-6.700938836
115.635;-2.692438734;1.141787613;-5.11413357
115.64;-3.851035244;1.786418473;-3.374311188
115.645;-5.074931726;1.670264268;-1.863706166
115.65;-6.002726797;1.036547383;-0.887632585
115.655;-6.486443443;0.290610736;-0.429595086
115.66;-6.568052959;-0.313159669;-0.235690037
115.665;-6.268475712;-0.764673567;-0.161187835
115.67;-5.602898336;-1.090536787;-0.328711836
115.675;-4.6713492;-1.235760682;-0.92054515
115.68;-3.694999053;-1.264848258;-1.917195546
115.685;-2.964170595;-1.444844047;-3.073792716
115.69;-2.563900314;-2.015858643;-4.036774487
115.695;-2.262106197;-2.975704695;-4.414393935
115.7;-1.765926983;-4.091818579;-3.87099747
115.705;-1.011927434;-5.102239299;-2.343341477
115.71;-0.238974434;-5.84589973;-0.219771168
115.715;0.270000391;-6.240582839;1.76750011
115.72;0.455424054;-6.321274292;2.944990382
115.725;0.453180928;-6.27537843;3.070629408
115.73;0.495188098;-6.345556052;2.374027629
115.735;0.7488441;-6.72048149;1.340784433
115.74;1.190674772;-7.463776091;0.475207576
115.745;1.748553618;-8.493827167;0.122313706
115.75;2.397849602;-9.617505246;0.358184001
115.755;3.138569817;-10.53519182;0.998096222
115.76;3.993056384;-10.89799716;1.740609287
115.765;4.897320465;-10.49533689;2.331929416
115.77;5.715278731;-9.385723045;2.607866116
115.775;6.374642983;-7.853304034;2.471453962
115.78;6.806294782;-6.259053867;1.937841521
115.785;6.893010051;-4.903689645;1.171989921
115.79;6.506426376;-4.003128377;0.396824877
115.795;5.557060567;-3.679042288;-0.225198306
115.8;4.136934693;-3.855363823;-0.575322644
115.805;2.48032536;-4.236406622;-0.495342201
115.81;0.773361815;-4.541760351;0.162791679
115.815;-0.815251824;-4.730436975;1.366911993
115.82;-2.062287047;-4.861592832;2.85942666
115.825;-2.764235702;-4.89949961;4.322946662
115.83;-2.864551162;-4.830687684;5.556017529
115.835;-2.551110994;-4.745321493;6.499718264
115.84;-2.174047896;-4.649615393;7.149327822
115.845;-2.069981712;-4.343116207;7.46331505
115.85;-2.410333341;-3.543888679;7.359847136
115.855;-3.045602913;-2.074146641;6.796542592
115.86;-3.601529723;0.042534071;5.85176888
115.865;-3.817148302;2.543725856;4.7303742
115.87;-3.692940016;5.003085906;3.685639572
115.875;-3.374391898;7.037329067;2.907071655
115.88;-2.91259882;8.44317521;2.411340599
115.885;-2.088702194;9.198123895;2.012315509
115.89;-0.552031892;9.381595607;1.443466658
115.895;1.833830284;9.088814751;0.523088081
115.9;4.743857795;8.429116986;-0.789649932
115.905;7.462050676;7.531676268;-2.404372003
115.91;9.315429638;6.611142999;-4.061995359
115.915;10.11180106;5.987211662;-5.315958692
115.92;10.19309843;5.79286002;-5.676208549
115.925;10.10670462;5.812322951;-4.849387569
115.93;10.1395683;5.736923914;-2.892464969
115.935;10.12636531;5.407005018;-0.216163295
115.94;9.756870877;4.80347493;2.524924635
115.945;9.00220988;3.976783732;4.634981084
115.95;8.151529751;3.118421769;5.693113348
115.955;7.496108455;2.51268022;5.814282643
115.96;7.057115615;2.278110908;5.527128903
115.965;6.571728132;2.2897497;5.302904883
115.97;5.726376629;2.332134284;5.195307854
115.975;4.473960336;2.320176558;4.91453435
115.98;3.092663163;2.314826954;4.173955046
115.985;1.920652238;2.33319569;2.921069004
115.99;1.12327317;2.352532239;1.301216097
115.995;0.651783635;2.401612352;-0.463156824
116;0.357643096;2.556464912;-2.089073244
116.005;0.218286184;2.858680766;-3.24100085
116.01;0.374897576;3.175525148;-3.684541146
116.015;0.921319281;3.263407501;-3.473314304
116.02;1.76962629;2.986083396;-2.935461102
116.025;2.643065741;2.368103349;-2.419148304
116.03;3.216602401;1.473096294;-2.053638934
116.035;3.400862331;0.375925981;-1.7690891
116.04;3.387194956;-0.698338491;-1.453667928
116.045;3.438440932;-1.379396887;-1.034152765
116.05;3.717534173;-1.335300192;-0.503079199
116.055;4.126274029;-0.474731755;0.055222954
116.06;4.316134372;0.983496563;0.530251096
116.065;3.988946067;2.750686166;0.973304839
116.07;3.107056749;4.643624868;1.714043026
116.075;1.918661562;6.470890416;3.176305307
116.08;0.917105366;8.02677505;5.462651952
116.085;0.555412904;9.211731263;8.114865586
116.09;0.875087235;10.03485913;10.34538308
116.095;1.487469516;10.54092673;11.52222482
116.1;1.853230097;10.75788804;11.46269827
116.105;1.622474655;10.70306388;10.37382981
116.11;0.87861941;10.45229397;8.62291577
116.115;-0.000004272;10.10541266;6.580147089
116.12;-0.736548745;9.645840296;4.569802808
116.125;-1.309410542;9.005659999;2.823618866
116.13;-1.849993203;8.20066566;1.421971358
116.135;-2.479175969;7.281616363;0.294992322
116.14;-3.146277152;6.334515474;-0.691432064
116.145;-3.685514329;5.507906439;-1.612550091
116.15;-3.992037053;4.898707083;-2.436610052
116.155;-4.041911696;4.482438078;-3.102290736
116.16;-3.904856635;4.185279689;-3.584412189
116.165;-3.73786064;3.979620886;-3.841152326
116.17;-3.639418859;3.915719133;-3.752893204
116.175;-3.56875868;4.054326028;-3.204469845
116.18;-3.329828427;4.33817269;-2.281571311
116.185;-2.64678449;4.586801982;-1.339459153
116.19;-1.461387962;4.638123176;-0.798770355
116.195;-0.084510311;4.417206954;-0.861969978
116.2;1.003937965;3.882085649;-1.411808744
116.205;1.45178032;2.983508809;-2.147989245
116.21;1.24217624;1.737665406;-2.802883303
116.215;0.609100791;0.284054578;-3.224361412
116.22;-0.224357523;-1.181737838;-3.340889637
116.225;-1.140583701;-2.49489803;-3.152389355
116.23;-2.120475503;-3.582568026;-2.712484367
116.235;-3.13206027;-4.385472207;-2.047534038
116.24;-3.967816247;-4.761736981;-1.144270015
116.245;-4.393570575;-4.657825308;-0.079267882
116.25;-4.369986009;-4.21060097;0.874939882
116.255;-4.01597177;-3.576659288;1.355479321
116.26;-3.517770431;-2.848098943;1.165161259
116.265;-2.965934319;-2.119469771;0.406001103
116.27;-2.25166475;-1.46481774;-0.620872103
116.275;-1.296322193;-0.815662591;-1.590115693
116.28;-0.217690085;0.008010847;-2.296357309
116.285;0.777285463;1.063862389;-2.772188679
116.29;1.507894466;2.153950046;-3.290867802
116.295;1.907448854;3.020006637;-4.151719319
116.3;1.990352046;3.572065152;-5.391023268
116.305;1.739164464;3.768427804;-6.722380111
116.31;1.195974744;3.469299544;-7.760627309
116.315;0.584844933;2.617792999;-8.265754526
116.32;0.234046851;1.422141766;-8.201407779
116.325;0.412605857;0.229906075;-7.663208498
116.33;1.164118151;-0.673903434;-6.811329033
116.335;2.269815852;-1.104019285;-5.832107154
116.34;3.394055375;-1.033037751;-4.89782718
116.345;4.236567783;-0.659960398;-4.11351462
116.35;4.644112396;-0.290242456;-3.471609821
116.355;4.679079762;-0.163050306;-2.878966488
116.36;4.577147845;-0.331005311;-2.258949169
116.365;4.629480938;-0.66191781;-1.615238367
116.37;5.027458875;-0.975344789;-0.976731197
116.375;5.72137315;-1.136358791;-0.303273842
116.38;6.405688241;-1.108809696;0.496683428
116.385;6.669613222;-0.971945759;1.437415664
116.39;6.251500026;-0.813100427;2.379512098
116.395;5.221271259;-0.594958968;3.091070286
116.4;3.933393095;-0.207132791;3.352332099
116.405;2.798398455;0.328423841;3.002226876
116.41;2.038821139;0.825378332;1.975920038
116.415;1.604893828;1.091229836;0.394466132
116.42;1.280879836;1.037428682;-1.411774536
116.425;0.821962901;0.700417767;-3.073448486
116.43;0.054648675;0.187553279;-4.404617351
116.435;-1.029576734;-0.380606519;-5.422876127
116.44;-2.250807202;-0.935672282;-6.187495435
116.445;-3.308583274;-1.567415186;-6.712085743
116.45;-3.87798898;-2.480015734;-7.043870253
116.455;-3.743581272;-3.800207231;-7.322467586
116.46;-2.944972617;-5.449089916;-7.687285383
116.465;-1.789155284;-7.157077105;-8.163595535
116.47;-0.707351461;-8.618887047;-8.654952325
116.475;-0.053758137;-9.624307785;-8.991482333
116.48;0.066799961;-10.08097789;-8.992515299
116.485;-0.210308372;-10.08303041;-8.571842717
116.49;-0.663930741;-9.869769306;-7.819300456
116.495;-1.071938266;-9.545599977;-6.91550819
116.5;-1.286279088;-8.986506517;-5.932532128
116.505;-1.32704025;-8.072359003;-4.795196021
116.51;-1.335708834;-6.857388042;-3.467345052
116.515;-1.453872673;-5.482768419;-2.075752262
116.52;-1.705133463;-3.995513334;-0.80939592
116.525;-1.939989246;-2.39959942;0.217290908
116.53;-1.95963211;-0.864541226;0.961785134
116.535;-1.625911917;0.370310848;1.403973873
116.54;-0.87082184;1.258788688;1.594523922
116.545;0.25552367;1.911887974;1.725418507
116.55;1.639568222;2.389061418;2.046490932
116.555;3.206836259;2.643505637;2.655104254
116.56;4.845792086;2.642750539;3.383290782
116.565;6.325948077;2.463475988;3.922802669
116.57;7.325986141;2.210292476;4.075208307
116.575;7.566399419;1.906343506;3.868825628
116.58;7.039107986;1.483374872;3.43320718
116.585;6.024604789;0.837584772;2.836648958
116.59;4.850186388;-0.041655858;2.120458961
116.595;3.72430244;-1.022606912;1.417155403
116.6;2.732095351;-1.994017641;0.88612298
116.605;1.953308489;-2.952678006;0.524718795
116.61;1.537204421;-3.800588277;0.177834931
116.615;1.528653525;-4.243714628;-0.227459368
116.62;1.708795916;-4.104951317;-0.592188248
116.625;1.714085608;-3.602959024;-0.843792132
116.63;1.277038515;-3.141750406;-1.078489853
116.635;0.386085632;-2.891023485;-1.388347779
116.64;-0.77957449;-2.734115503;-1.617831837
116.645;-2.052156363;-2.588087447;-1.429421011
116.65;-3.34048997;-2.508994279;-0.641105986
116.655;-4.585372984;-2.467533268;0.552713014
116.66;-5.737750155;-2.274546844;1.701439918
116.665;-6.75575203;-1.773388603;2.417570374
116.67;-7.625269813;-0.974974154;2.610336361
116.675;-8.318292836;0.013401749;2.462388753
116.68;-8.714650524;1.07681227;2.228609154
116.685;-8.668410916;2.112856842;2.091363417
116.69;-8.135758153;3.082366228;2.168467442
116.695;-7.234305021;3.986753753;2.551224685
116.7;-6.222211012;4.723494875;3.257070936
116.705;-5.34944856;5.103549461;4.177177187
116.71;-4.74832386;5.058115439;5.161968839
116.715;-4.468443078;4.678010574;6.140997006
116.72;-4.463672537;4.035876411;7.04728771
116.725;-4.573910433;3.075376679;7.641017826
116.73;-4.591832038;1.733831042;7.559229952
116.735;-4.32185854;0.14647087;6.622725253
116.74;-3.696286069;-1.409744141;5.055266106
116.745;-2.842258713;-2.758256433;3.327962139
116.75;-1.917550791;-3.871216212;1.774723909
116.755;-0.968558043;-4.73015304;0.437382671
116.76;0.049554891;-5.253938933;-0.693468445
116.765;1.212466314;-5.412946986;-1.448266205
116.77;2.520417801;-5.389168159;-1.625451275
116.775;3.855848055;-5.508700474;-1.276271493
116.78;5.069952816;-5.902307701;-0.683993743
116.785;6.03660661;-6.327612227;-0.082107999
116.79;6.686095621;-6.496144123;0.462183265
116.795;7.042397587;-6.360942461;0.886574878
116.8;7.142437617;-5.938008007;1.038632417
116.805;6.936134843;-5.166389291;0.852129093
116.81;6.364374119;-4.073227921;0.53240933
116.815;5.53539353;-2.902594155;0.443590956
116.82;4.754839118;-1.967479857;0.803970407
116.825;4.340183287;-1.387848503;1.536310331
116.83;4.385531261;-1.078488443;2.404709747
116.835;4.69612244;-0.988777973;3.228690608
116.84;4.975384133;-1.174331759;3.932421548
116.845;5.044931696;-1.611122382;4.474236689
116.85;4.852036163;-2.144449137;4.829922247
116.855;4.373114327;-2.620869475;5.01345312
116.86;3.575387981;-3.008560236;5.01300627
116.865;2.476631565;-3.465432853;4.695796073
116.87;1.289733825;-4.205054488;3.888638316
116.875;0.406315429;-5.289254548;2.634048293
116.88;0.119728506;-6.626283997;1.306274283
116.885;0.389856198;-8.050762415;0.391147593
116.89;0.848827862;-9.346671163;0.155355289
116.895;1.085170068;-10.29365651;0.514349433
116.9;1.038133506;-10.81498147;1.119987462
116.905;1.044233428;-11.04327844;1.546353216
116.91;1.494530554;-11.13951144;1.505152433
116.915;2.493256327;-11.11016589;1.007355692
116.92;3.744490882;-10.84910271;0.339283912
116.925;4.787415;-10.26221894;-0.169140521
116.93;5.387739732;-9.255419242;-0.367114165
116.935;5.651175506;-7.708323256;-0.286175791
116.94;5.855291092;-5.605631259;-0.013978697
116.945;6.193060915;-3.161229094;0.355914919
116.95;6.582267581;-0.755150495;0.696665744
116.955;6.777680627;1.309245256;0.902516989
116.96;6.640260274;2.96236667;1.025892134
116.965;6.227234035;4.244087853;1.253234498
116.97;5.715849008;5.17546894;1.643772601
116.975;5.230774129;5.842399289;1.96868848
116.98;4.704698757;6.466190541;1.917003423
116.985;3.987880108;7.224244679;1.432590621
116.99;3.086824257;8.022083209;0.787222528
116.995;2.256543439;8.579835712;0.34477146
117;1.817326475;8.704416635;0.309626248
117.005;1.820666604;8.326524488;0.658565448
117.01;1.980216367;7.349981113;1.159951683
117.015;1.95629286;5.698113318;1.417193979
117.02;1.626883197;3.552868257;1.039464706
117.025;1.14450044;1.425501011;-0.09271315
117.03;0.742506962;-0.146840184;-1.686148473
117.035;0.467813761;-0.955934197;-3.168040218
117.04;0.196568243;-1.102261744;-4.002245487
117.045;-0.158393673;-0.830239745;-3.952443539
117.05;-0.53381518;-0.477460428;-3.16841096
117.055;-0.775348828;-0.390737438;-2.093268877
117.06;-0.883161855;-0.787302891;-1.205653653
117.065;-1.113048452;-1.625389371;-0.754353428
117.07;-1.72514576;-2.628418341;-0.71160165
117.075;-2.761990516;-3.490145657;-0.924732385
117.08;-4.024371447;-3.943131377;-1.258251057
117.085;-5.219225819;-3.725614171;-1.61628572
117.09;-6.234570146;-2.784749784;-1.913413325
117.095;-7.129980986;-1.478370745;-2.081803179
117.1;-7.905277858;-0.36779172;-2.066731284
117.105;-8.512177201;0.196428067;-1.786767246
117.11;-8.957613453;0.244709249;-1.178875071
117.115;-9.338436678;-0.019863827;-0.347151178
117.12;-9.818417475;-0.435216023;0.369598196
117.125;-10.42762939;-0.810038688;0.557813645
117.13;-10.98032025;-0.87436251;0.019906067
117.135;-11.27095796;-0.390170562;-1.077237774
117.14;-11.25409107;0.72202865;-2.335107096
117.145;-11.13922522;2.282840659;-3.380053356
117.15;-11.25145826;3.89250502;-4.033964012
117.155;-11.68939771;5.082697601;-4.315285661
117.16;-12.26881486;5.487631783;-4.294669011
117.165;-12.68865774;5.011159896;-3.996542849
117.17;-12.66638802;3.860831032;-3.478349606
117.175;-12.08643765;2.436859247;-2.907919466
117.18;-10.96408084;1.201879689;-2.466830117
117.185;-9.369310062;0.530301301;-2.187391581
117.19;-7.557467422;0.532094743;-1.942863627
117.195;-5.920949531;1.056418653;-1.630308426
117.2;-4.780217177;1.863874345;-1.297403535
117.205;-4.295107471;2.710028503;-1.039847152
117.21;-4.341561046;3.405981267;-0.845278325
117.215;-4.534868434;3.882322772;-0.582497033
117.22;-4.501206618;4.181335273;-0.112556045
117.225;-4.06329657;4.471523225;0.597030449
117.23;-3.362467648;4.940690872;1.443783639
117.235;-2.80137949;5.593193713;2.239736022
117.24;-2.652328127;6.264626483;2.792743118
117.245;-2.858554281;6.75283913;3.01979087
117.25;-3.191465795;6.907322151;3.029095989
117.255;-3.418444512;6.715190762;3.0491736
117.26;-3.465510782;6.306332541;3.227440475
117.265;-3.457813194;5.880814162;3.47894022
117.27;-3.556221748;5.618800466;3.543716386
117.275;-3.847170038;5.600894331;3.226265924
117.28;-4.292902146;5.803558556;2.588850227
117.285;-4.730048665;6.101866211;1.88905013
117.29;-5.015116679;6.282009557;1.332669964
117.295;-5.122313547;6.158893771;0.937395366
117.3;-5.091461744;5.685969836;0.64118494
117.305;-4.93895623;4.938883821;0.444501256
117.31;-4.618330716;4.013412033;0.393834709
117.315;-4.092043282;3.02391999;0.517722015
117.32;-3.387479745;2.224213495;0.832073996
117.325;-2.564007007;1.910437634;1.329929184
117.33;-1.674553901;2.137000781;1.915187078
117.335;-0.684330138;2.696795391;2.380433416
117.34;0.499347943;3.348620249;2.489787246
117.345;1.798544252;3.925374104;2.106316599
117.35;2.932453267;4.30920059;1.267047327
117.355;3.664582189;4.461009297;0.167071557
117.36;3.992807134;4.467523587;-0.931469528
117.365;4.150735801;4.504050096;-1.814675924
117.37;4.403566351;4.721923036;-2.388809168
117.375;4.782702565;5.156854642;-2.688674624
117.38;5.060914512;5.728946432;-2.814682804
117.385;5.010095139;6.27334752;-2.779736504
117.39;4.6923968;6.587402287;-2.40840794
117.395;4.441095232;6.508780151;-1.507451074
117.4;4.49431735;5.984179997;-0.169247587
117.405;4.7413795;5.147995519;1.193871983
117.41;4.869476584;4.354606176;2.153744445
117.415;4.711382992;3.987445798;2.573695621
117.42;4.500854167;4.168860973;2.624827845
117.425;4.743582809;4.787870171;2.556094488
117.43;5.669580436;5.727715522;2.510514481
117.435;6.885795918;6.838552762;2.534132433
117.44;7.733140592;7.800403943;2.626341482
117.445;7.86837004;8.213171775;2.720533955
117.45;7.446629521;7.889546699;2.701997821
117.455;6.909347901;7.026531725;2.523303183
117.46;6.55575048;5.978997458;2.27600262
117.465;6.304485857;4.964921756;2.088391151
117.47;6.006524724;4.062361397;1.955799116
117.475;5.764255274;3.291743134;1.73421151
117.48;5.763086043;2.645467429;1.342122978
117.485;6.000051038;2.100198374;0.942222645
117.49;6.220320617;1.558243536;0.844132961
117.495;6.099742329;0.863830257;1.183582637
117.5;5.560782047;0.002786743;1.755013326
117.505;4.817591215;-0.810382849;2.211916147
117.51;4.134379494;-1.340429394;2.375875979
117.515;3.641911062;-1.559701364;2.287899184
117.52;3.310875846;-1.630396664;2.01814557
117.525;3.052160768;-1.766916655;1.543325201
117.53;2.79560378;-2.107322464;0.832108016
117.535;2.465686857;-2.600178171;-0.052067814
117.54;2.007137158;-3.11936412;-1.021602016
117.545;1.45403847;-3.600312227;-2.057975654
117.55;0.966557273;-3.883380016;-3.102041027
117.555;0.769552046;-3.746071915;-3.90373573
117.56;0.934588557;-3.196027789;-4.146514517
117.565;1.286538111;-2.466085697;-3.766441205
117.57;1.560336397;-1.760012066;-3.04137362
117.575;1.578348366;-1.149376605;-2.31175446
117.58;1.387523334;-0.687298716;-1.715626389
117.585;1.193035991;-0.505115387;-1.219180576
117.59;1.079662898;-0.726796559;-0.773812023
117.595;0.965250513;-1.261439169;-0.392694004
117.6;0.763173926;-1.805948484;-0.126956022
117.605;0.493563159;-2.145554244;-0.007047065
117.61;0.363855655;-2.224356629;-0.046996166
117.615;0.589556646;-2.027818307;-0.305621485
117.62;1.07235313;-1.638936214;-0.856313478
117.625;1.489043993;-1.187125001;-1.645074855
117.63;1.585250238;-0.779386864;-2.434545116
117.635;1.287120757;-0.607400542;-2.959739568
117.64;0.719351677;-0.835086977;-3.16217023
117.645;0.044058905;-1.323266413;-3.241171221
117.65;-0.739431232;-1.669015251;-3.450025008
117.655;-1.654069386;-1.523807534;-3.883636396
117.66;-2.55085095;-0.838948745;-4.47625276
117.665;-3.186475697;0.131062236;-5.101398681
117.67;-3.387390515;1.063257531;-5.585091901
117.675;-3.202304648;1.77620815;-5.67113418
117.68;-2.912724428;2.169214947;-5.100978577
117.685;-2.749727542;2.136491265;-3.828922708
117.69;-2.662550789;1.643839435;-2.159007447
117.695;-2.451718903;0.769562232;-0.566824
117.7;-2.008568179;-0.323893407;0.67917272
117.705;-1.377882759;-1.422154289;1.677002065
117.71;-0.671307373;-2.392028822;2.651937635
117.715;0.052272764;-3.250469276;3.629949763
117.72;0.780736299;-3.987825731;4.407914951
117.725;1.389562424;-4.483971342;4.796056363
117.73;1.63666989;-4.642290559;4.791382288
117.735;1.407297667;-4.452268261;4.517290553
117.74;0.860075512;-3.919690039;4.102388941
117.745;0.336155368;-2.98767917;3.631360378
117.75;0.134875629;-1.603178242;3.086476726
117.755;0.278162984;0.109742366;2.287500189
117.76;0.523182062;1.850077437;0.997343903
117.765;0.609351435;3.342516239;-0.792227443
117.77;0.45294636;4.432318526;-2.678632851
117.775;0.199632786;5.015388402;-4.045084967
117.78;0.06433586;5.081603394;-4.500852066
117.785;0.061620371;4.786357841;-4.140883809
117.79;0.015083225;4.318491172;-3.409842247
117.795;-0.180127078;3.709698371;-2.758742894
117.8;-0.4168376;2.834298425;-2.386081231
117.805;-0.494933253;1.652721033;-2.177978891
117.81;-0.382294963;0.383174727;-1.84914794
117.815;-0.323909529;-0.659648268;-1.211146841
117.82;-0.63243651;-1.331311288;-0.369980173
117.825;-1.400806586;-1.659199799;0.34096465
117.83;-2.443956879;-1.646820227;0.674131426
117.835;-3.476746017;-1.277900451;0.734617738
117.84;-4.281234314;-0.631501286;0.905300253
117.845;-4.73528175;0.108929203;1.481216772
117.85;-4.82064266;0.716248213;2.378149303
117.855;-4.627965394;1.084354897;3.219825953
117.86;-4.297345324;1.274547962;3.703146397
117.865;-3.92664768;1.370016;3.819641223
117.87;-3.489467719;1.394351125;3.70916321
117.875;-2.876032284;1.342507266;3.424867985
117.88;-2.047634098;1.252374048;2.963203856
117.885;-1.100488762;1.145396226;2.460836354
117.89;-0.194706033;0.866569201;2.201143499
117.895;0.620073037;0.118294379;2.339202243
117.9;1.507719781;-1.263512535;2.683709569
117.905;2.606090112;-3.091881335;2.877615575
117.91;3.763720698;-4.94823275;2.797372689
117.915;4.654610442;-6.473405575;2.695451926
117.92;5.049432166;-7.517375736;2.951814826
117.925;4.998676736;-8.049753167;3.75721533
117.93;4.754208903;-8.026581651;5.053715638
117.935;4.419982987;-7.464814973;6.644548179
117.94;3.831287416;-6.592612835;8.200213648
117.945;2.808843406;-5.868870208;9.227476107
117.95;1.402850207;-5.745276989;9.272916657
117.955;-0.075908415;-6.306166726;8.274495325
117.96;-1.300959965;-7.270979776;6.657088628
117.965;-2.167141072;-8.284695902;5.013634323
117.97;-2.662882277;-9.017744291;3.711580666
117.975;-2.701134455;-9.127497257;2.849365131
117.98;-2.157375622;-8.371738494;2.46325577
117.985;-0.964983005;-6.824320327;2.539585305
117.99;0.728791547;-4.937159887;2.798504874
117.995;2.559614158;-3.276774277;2.678268622
118;4.2044381;-2.124498751;1.725781605
118.005;5.533532058;-1.428501964;0.012337664
118.01;6.606651637;-1.063622937;-1.92459847
118.015;7.576858442;-0.927441549;-3.550063565
118.02;8.461846962;-0.842825102;-4.671941904
118.025;9.116449486;-0.535500561;-5.355349198
118.03;9.461259903;0.168116592;-5.646836924
118.035;9.607375891;1.133111391;-5.461088246
118.04;9.788984698;2.008118158;-4.685388607
118.045;10.13189613;2.491927787;-3.321659799
118.05;10.47871579;2.455736228;-1.548886864
